city,date,avg_temperature_c,humidity_pct,air_quality_index,avg_commute_time_min,traffic_congestion_pct,noise_level_db,is_workday,public_events_count,micro_stress_index
London,2023-09-01,8.7,68.1,66,44.2,73.2,65.9,1,2,60.64
London,2023-09-02,28.5,52.6,62,44.9,67.3,70.5,0,5,50.55
London,2023-09-03,17.0,65.6,37,34.3,61.9,67.5,0,4,44.58
London,2023-09-04,27.0,69.6,77,42.5,79.3,70.9,1,1,58.83
London,2023-09-05,6.5,64.0,32,43.0,60.4,76.7,1,3,59.28
London,2023-09-06,25.5,61.9,119,40.3,67.5,60.4,1,3,56.43
London,2023-09-07,20.8,82.6,56,54.4,45.9,71.0,1,0,53.42
London,2023-09-08,11.7,41.4,86,33.6,59.0,74.9,1,4,55.27
London,2023-09-09,12.5,61.1,42,36.6,58.0,71.2,0,1,44.2
London,2023-09-10,17.3,60.5,73,42.4,56.1,69.0,0,1,44.61
London,2023-09-11,18.6,59.1,59,48.6,58.0,68.3,1,3,54.89
London,2023-09-12,18.0,68.9,77,39.8,37.0,72.5,1,2,50.31
London,2023-09-13,18.1,67.5,72,54.9,65.6,68.8,1,0,57.47
London,2023-09-14,11.6,68.1,77,43.8,87.5,66.5,1,1,62.09
London,2023-09-15,32.6,50.0,73,36.1,65.9,60.5,1,2,53.46
London,2023-09-16,12.4,75.0,68,26.4,51.9,71.2,0,2,43.72
London,2023-09-17,20.0,65.5,62,45.4,80.8,69.9,0,2,50.24
London,2023-09-18,18.5,45.4,47,29.8,82.0,74.2,1,3,53.59
London,2023-09-19,4.1,54.2,89,50.7,73.8,61.8,1,1,62.61
London,2023-09-20,27.9,78.6,83,21.0,66.9,69.9,1,1,51.79
London,2023-09-21,15.9,56.4,99,42.7,48.4,60.1,1,1,51.03
London,2023-09-22,21.2,69.9,78,35.0,78.8,73.1,1,0,54.64
London,2023-09-23,12.8,62.9,79,49.5,32.8,67.5,0,1,43.98
London,2023-09-24,31.3,67.3,70,36.5,85.7,64.4,0,0,49.62
London,2023-09-25,30.3,60.8,123,50.8,82.6,72.9,1,4,67.41
London,2023-09-26,5.9,60.8,74,38.0,100.0,69.7,1,2,65.77
London,2023-09-27,14.2,83.5,59,45.2,73.6,61.2,1,7,63.32
London,2023-09-28,17.4,76.6,103,24.9,44.9,64.8,1,3,49.57
London,2023-09-29,12.7,73.7,79,33.7,64.0,73.1,1,2,56.81
London,2023-09-30,24.8,75.7,97,42.5,36.3,66.7,0,3,43.92
London,2023-10-01,17.9,52.2,56,48.3,75.2,60.0,0,1,46.59
London,2023-10-02,21.8,58.4,78,40.7,26.4,64.1,1,0,42.74
London,2023-10-03,14.0,56.6,35,55.1,81.0,68.4,1,1,60.08
London,2023-10-04,13.8,53.7,83,38.9,69.9,58.7,1,1,53.79
London,2023-10-05,17.5,53.5,78,49.0,86.9,63.9,1,3,60.84
London,2023-10-06,14.4,69.3,40,27.0,59.8,70.6,1,2,50.6
London,2023-10-07,5.7,70.5,101,34.2,41.5,69.3,0,2,47.31
London,2023-10-08,22.8,53.0,78,46.3,66.7,75.2,0,5,50.23
London,2023-10-09,11.0,66.4,76,47.5,72.3,65.3,1,3,61.56
London,2023-10-10,20.9,64.2,71,37.9,67.9,65.0,1,0,51.04
London,2023-10-11,19.0,77.2,74,36.7,44.2,66.8,1,0,48.44
London,2023-10-12,13.6,63.4,63,37.4,72.7,78.2,1,0,56.64
London,2023-10-13,15.5,61.4,67,46.5,63.5,57.2,1,1,53.65
London,2023-10-14,26.1,73.2,91,41.9,68.9,61.9,0,2,48.55
London,2023-10-15,13.3,62.3,52,33.6,47.2,70.2,0,1,41.3
London,2023-10-16,22.3,50.1,75,40.2,64.1,69.6,1,1,50.97
London,2023-10-17,33.1,68.2,65,31.5,29.1,67.6,1,3,48.56
London,2023-10-18,26.0,75.6,86,48.2,43.0,66.3,1,3,54.65
London,2023-10-19,22.0,64.2,52,27.4,61.9,67.3,1,5,50.07
London,2023-10-20,23.4,60.6,82,39.8,63.1,69.2,1,1,52.46
London,2023-10-21,22.4,73.2,83,43.1,25.9,68.2,0,6,42.86
London,2023-10-22,10.4,79.2,61,43.2,61.7,65.6,0,2,50.24
London,2023-10-23,24.9,70.6,79,35.3,42.1,65.1,1,1,47.73
London,2023-10-24,27.0,66.7,68,38.5,79.7,57.8,1,1,54.8
London,2023-10-25,10.4,83.3,43,45.2,76.1,57.4,1,2,59.75
London,2023-10-26,13.7,59.5,48,36.2,80.1,76.7,1,1,57.12
London,2023-10-27,21.7,49.2,73,45.3,75.5,69.6,1,1,54.53
London,2023-10-28,10.6,69.6,101,44.7,54.6,72.0,0,5,53.79
London,2023-10-29,7.2,60.9,58,47.7,75.8,66.4,0,2,53.74
London,2023-10-30,35.4,64.4,50,32.6,46.0,75.1,1,3,53.36
London,2023-10-31,19.7,60.1,113,25.8,100.0,67.3,1,2,58.33
London,2023-11-01,21.1,64.5,42,30.7,70.8,67.4,1,2,50.23
London,2023-11-02,21.3,73.9,90,37.5,58.6,66.5,1,3,53.59
London,2023-11-03,9.3,69.3,91,29.6,66.3,72.1,1,3,58.27
London,2023-11-04,18.5,75.7,77,34.5,69.2,71.1,0,1,46.66
London,2023-11-05,15.9,66.3,42,45.4,64.2,71.6,0,2,47.9
London,2023-11-06,27.0,59.9,53,27.6,52.8,65.4,1,0,45.42
London,2023-11-07,26.9,78.3,49,32.6,86.1,66.4,1,2,56.91
London,2023-11-08,21.4,63.2,86,50.8,70.2,62.5,1,2,56.72
London,2023-11-09,27.4,79.0,77,36.5,78.2,61.5,1,3,58.04
London,2023-11-10,22.4,53.6,75,42.5,65.5,72.9,1,3,54.58
London,2023-11-11,29.5,62.9,100,46.4,90.6,61.7,0,0,53.17
London,2023-11-12,22.5,60.9,66,38.2,66.8,62.8,0,1,42.5
London,2023-11-13,23.1,50.8,66,35.3,58.8,63.7,1,2,48.37
London,2023-11-14,17.6,74.7,49,28.8,45.0,61.6,1,3,47.1
London,2023-11-15,7.6,74.4,68,42.8,51.4,68.6,1,2,57.57
London,2023-11-16,29.6,62.3,64,59.5,79.4,63.7,1,0,61.15
London,2023-11-17,24.2,74.8,74,36.3,92.0,74.7,1,1,59.57
London,2023-11-18,13.7,73.5,105,36.9,67.5,63.2,0,4,51.21
London,2023-11-19,17.6,67.5,71,43.9,62.3,71.8,0,2,48.06
London,2023-11-20,17.2,58.2,71,44.2,91.8,69.4,1,2,60.88
London,2023-11-21,15.6,72.7,72,26.7,93.7,62.5,1,1,56.48
London,2023-11-22,40.2,52.5,72,32.0,50.7,59.0,1,3,53.12
London,2023-11-23,27.8,69.1,92,38.2,69.8,65.3,1,1,55.79
London,2023-11-24,21.3,64.7,76,52.3,61.9,62.2,1,1,54.31
London,2023-11-25,27.9,66.1,46,47.4,74.7,67.5,0,5,52.45
London,2023-11-26,19.9,70.4,66,33.1,67.4,56.8,0,2,42.6
London,2023-11-27,19.9,71.6,116,41.4,46.5,58.7,1,1,50.85
London,2023-11-28,24.5,70.7,66,46.3,66.0,76.3,1,3,58.37
London,2023-11-29,23.8,49.5,56,50.4,55.3,61.0,1,3,51.84
London,2023-11-30,12.5,63.9,67,34.7,78.1,59.3,1,0,54.3
London,2023-12-01,33.8,70.4,66,50.7,67.3,75.0,1,1,61.67
London,2023-12-02,4.0,63.9,44,31.0,80.5,58.4,0,5,52.0
London,2023-12-03,5.9,71.5,98,15.0,64.5,66.4,0,3,46.79
London,2023-12-04,20.6,76.2,80,41.3,61.6,57.0,1,3,53.51
London,2023-12-05,11.6,73.7,61,39.8,74.4,68.6,1,2,59.33
London,2023-12-06,21.9,67.5,58,50.4,52.3,58.9,1,3,52.07
London,2023-12-07,23.7,78.1,42,59.6,60.7,58.2,1,2,56.24
London,2023-12-08,23.5,73.0,81,44.9,66.7,66.3,1,3,56.97
London,2023-12-09,24.2,41.7,45,48.8,55.0,60.0,0,4,42.81
London,2023-12-10,18.7,52.4,60,50.4,79.6,67.5,0,2,50.08
London,2023-12-11,28.7,54.1,39,26.7,37.1,72.4,1,0,42.72
London,2023-12-12,18.6,67.2,52,48.7,62.3,67.7,1,1,54.45
London,2023-12-13,33.4,61.2,58,34.4,64.1,66.6,1,5,56.87
London,2023-12-14,11.3,49.5,55,42.2,53.3,63.9,1,0,50.65
London,2023-12-15,39.1,79.4,39,35.2,51.6,68.9,1,2,55.7
London,2023-12-16,26.5,72.9,73,51.2,55.8,65.1,0,5,50.81
London,2023-12-17,19.4,72.7,78,52.4,70.1,70.0,0,0,50.17
London,2023-12-18,32.3,60.7,82,42.0,59.3,71.2,1,0,55.42
London,2023-12-19,20.2,71.8,75,48.3,94.6,63.8,1,6,65.29
London,2023-12-20,17.0,54.1,54,32.9,57.1,68.4,1,3,50.26
London,2023-12-21,29.2,62.5,92,48.0,46.0,78.0,1,1,55.89
London,2023-12-22,14.3,74.6,87,31.2,67.7,71.5,1,1,55.58
London,2023-12-23,27.9,75.6,61,53.4,84.6,68.2,0,3,56.26
London,2023-12-24,18.8,56.4,85,42.4,72.7,64.4,0,1,46.7
London,2023-12-25,24.0,61.6,80,36.0,72.5,70.5,1,3,55.45
London,2023-12-26,21.9,56.9,30,27.5,31.9,69.1,1,1,39.32
London,2023-12-27,18.6,70.8,81,41.3,66.6,67.7,1,3,56.76
London,2023-12-28,28.9,69.3,65,55.9,67.7,67.2,1,5,63.01
London,2023-12-29,0.3,45.2,55,37.6,70.4,63.6,1,0,56.72
London,2023-12-30,11.7,64.2,67,45.4,82.4,75.4,0,2,54.99
London,2023-12-31,14.8,72.4,41,18.6,84.4,68.2,0,3,45.78
London,2024-01-01,24.0,63.9,62,39.3,81.3,65.7,1,3,56.61
London,2024-01-02,7.7,69.0,86,50.0,50.7,64.3,1,0,57.34
London,2024-01-03,17.2,81.7,86,37.6,72.3,79.6,1,4,61.68
London,2024-01-04,20.8,80.6,81,43.6,61.6,69.1,1,1,55.08
London,2024-01-05,14.5,78.4,52,37.8,72.1,62.6,1,0,54.43
London,2024-01-06,16.4,74.2,74,36.9,58.6,66.3,0,1,44.88
London,2024-01-07,27.0,67.0,73,52.4,93.1,60.8,0,4,56.65
London,2024-01-08,18.1,76.8,61,40.4,79.3,70.0,1,1,57.57
London,2024-01-09,21.3,55.9,41,25.5,60.6,66.7,1,0,43.9
London,2024-01-10,27.2,69.9,54,53.9,65.5,68.5,1,0,56.93
London,2024-01-11,27.7,66.0,92,48.6,86.9,67.6,1,0,61.33
London,2024-01-12,23.5,61.8,52,35.7,71.1,65.8,1,4,53.5
London,2024-01-13,20.8,46.1,98,33.5,79.3,63.5,0,2,45.09
London,2024-01-14,15.0,86.1,98,46.7,59.4,65.7,0,5,53.93
London,2024-01-15,8.8,60.1,69,38.6,55.5,63.9,1,0,52.85
London,2024-01-16,12.5,81.7,109,48.2,42.4,64.6,1,4,59.02
London,2024-01-17,19.0,65.4,95,58.1,48.1,64.1,1,1,55.44
London,2024-01-18,19.2,57.6,85,34.2,84.0,70.1,1,3,57.35
London,2024-01-19,25.7,62.1,66,37.5,62.4,62.2,1,3,52.39
London,2024-01-20,24.8,68.1,54,31.3,58.1,74.7,0,4,44.5
London,2024-01-21,21.8,44.2,77,29.5,44.5,68.8,0,3,37.1
London,2024-01-22,23.7,77.2,72,34.0,87.6,65.7,1,1,56.43
London,2024-01-23,25.8,73.5,54,55.0,56.2,70.1,1,2,57.17
London,2024-01-24,22.3,76.7,80,40.0,76.2,63.9,1,2,56.1
London,2024-01-25,6.3,60.9,92,28.5,59.3,69.0,1,2,55.62
London,2024-01-26,21.9,78.4,70,50.7,46.6,77.2,1,4,56.75
London,2024-01-27,26.5,64.6,69,45.0,72.5,61.9,0,9,54.13
London,2024-01-28,19.8,76.4,79,56.4,50.5,64.5,0,1,47.48
London,2024-01-29,11.0,49.7,26,23.4,74.8,64.7,1,1,49.42
London,2024-01-30,15.8,55.4,101,52.3,88.8,67.9,1,0,62.36
London,2024-01-31,13.4,68.9,69,49.4,68.0,63.4,1,0,57.32
London,2024-02-01,25.2,77.0,58,31.0,76.0,57.9,1,4,54.25
London,2024-02-02,32.9,60.7,54,40.3,72.0,64.3,1,2,56.76
London,2024-02-03,20.7,66.1,80,42.2,47.2,70.1,0,5,45.81
London,2024-02-04,10.9,49.7,64,48.4,77.8,68.4,0,4,54.05
London,2024-02-05,11.0,54.0,63,26.4,52.9,58.0,1,1,46.95
London,2024-02-06,21.0,66.0,62,49.0,60.6,66.9,1,5,56.79
London,2024-02-07,18.8,62.2,103,46.3,58.8,67.7,1,0,54.23
London,2024-02-08,24.4,55.7,62,50.5,50.3,70.1,1,5,55.27
London,2024-02-09,13.3,68.3,74,28.9,64.9,70.1,1,3,54.9
London,2024-02-10,17.2,79.3,52,31.7,64.9,62.9,0,3,44.86
London,2024-02-11,20.7,71.0,88,52.8,61.5,65.0,0,2,49.13
London,2024-02-12,20.7,65.7,77,56.5,56.1,68.9,1,3,57.56
London,2024-02-13,22.1,48.2,112,45.2,70.8,57.6,1,1,53.23
London,2024-02-14,34.1,72.3,35,44.8,42.5,58.9,1,1,51.02
London,2024-02-15,23.6,72.4,78,56.0,70.5,67.9,1,2,60.12
London,2024-02-16,35.1,45.7,91,41.5,48.7,69.7,1,0,52.95
London,2024-02-17,17.8,64.6,47,29.4,67.8,66.8,0,2,42.73
London,2024-02-18,10.3,65.4,47,43.9,83.5,68.4,0,0,51.56
London,2024-02-19,10.8,41.4,65,52.6,86.0,68.6,1,2,62.48
London,2024-02-20,25.0,68.9,80,50.3,59.8,74.2,1,2,57.79
London,2024-02-21,17.7,80.9,56,36.2,71.3,71.2,1,2,56.16
London,2024-02-22,19.4,58.2,59,51.1,63.2,66.9,1,1,54.28
London,2024-02-23,22.1,92.8,74,50.3,67.8,56.9,1,1,56.47
London,2024-02-24,25.8,67.1,87,29.3,65.7,73.6,0,3,46.38
London,2024-02-25,22.7,66.6,65,28.8,61.1,66.2,0,2,40.77
London,2024-02-26,12.4,51.1,85,43.3,58.0,56.6,1,5,56.03
London,2024-02-27,14.1,53.5,66,43.7,35.0,73.8,1,1,49.82
London,2024-02-28,29.5,66.3,90,53.4,43.1,71.5,1,2,56.9
London,2024-02-29,16.9,64.8,57,53.6,49.8,67.3,1,3,55.66
London,2024-03-01,14.4,74.6,56,52.0,90.9,62.6,1,3,64.48
London,2024-03-02,24.8,85.1,29,40.6,46.2,67.1,0,1,41.29
London,2024-03-03,13.0,66.6,90,38.0,86.5,72.2,0,3,54.87
London,2024-03-04,13.7,62.9,67,59.8,61.9,58.2,1,4,60.54
London,2024-03-05,12.4,62.1,81,22.4,74.8,67.7,1,1,53.09
London,2024-03-06,27.1,75.3,69,43.6,69.3,73.2,1,5,61.09
London,2024-03-07,39.8,59.8,64,37.6,74.9,57.7,1,1,57.74
London,2024-03-08,17.1,61.3,59,47.2,73.1,75.5,1,2,58.77
London,2024-03-09,15.4,67.5,80,37.6,54.3,67.7,0,0,43.67
London,2024-03-10,21.5,66.9,69,47.5,56.5,59.7,0,5,46.54
London,2024-03-11,19.2,66.1,38,40.3,82.8,77.4,1,4,59.42
London,2024-03-12,16.5,61.7,88,39.8,54.6,60.2,1,3,52.89
London,2024-03-13,12.5,72.5,69,43.1,54.5,68.8,1,1,55.41
London,2024-03-14,7.9,57.3,58,43.5,73.9,64.0,1,2,59.13
London,2024-03-15,8.5,82.0,90,29.8,52.0,66.3,1,2,55.2
London,2024-03-16,13.2,65.5,76,49.9,65.1,64.4,0,2,50.8
London,2024-03-17,11.2,58.3,91,24.4,66.1,67.1,0,4,46.9
London,2024-03-18,32.2,68.7,83,23.9,51.3,67.2,1,1,49.72
London,2024-03-19,20.5,64.2,78,45.0,78.0,70.3,1,4,59.76
London,2024-03-20,12.6,75.6,23,52.8,52.0,61.5,1,1,54.23
London,2024-03-21,34.2,78.6,58,49.3,56.8,64.2,1,2,58.77
London,2024-03-22,19.6,62.9,91,49.7,91.7,63.7,1,2,61.87
London,2024-03-23,18.2,90.2,81,35.0,53.5,59.7,0,2,44.2
London,2024-03-24,33.4,63.2,56,44.7,78.3,68.0,0,2,52.48
London,2024-03-25,13.3,67.3,72,21.0,64.5,67.6,1,1,50.32
London,2024-03-26,9.7,70.1,84,37.4,70.7,64.7,1,1,57.95
London,2024-03-27,10.8,83.9,40,43.3,67.3,67.3,1,2,58.9
London,2024-03-28,21.7,79.6,123,28.6,86.3,66.8,1,1,57.04
London,2024-03-29,9.6,52.6,34,45.4,69.9,62.9,1,4,57.96
London,2024-03-30,17.6,75.7,73,54.9,60.8,73.1,0,1,51.18
London,2024-03-31,40.8,78.1,73,47.1,48.8,61.8,0,4,53.1
London,2024-04-01,17.1,63.0,57,44.3,67.1,62.5,1,3,55.36
London,2024-04-02,28.2,62.9,36,32.8,48.8,64.1,1,1,46.62
London,2024-04-03,17.9,69.9,71,42.4,91.7,71.3,1,2,61.58
London,2024-04-04,31.4,59.8,81,37.1,73.8,55.7,1,5,57.87
London,2024-04-05,8.4,81.4,82,26.1,68.7,68.6,1,1,56.65
London,2024-04-06,13.0,51.0,56,42.4,78.9,67.3,0,4,51.3
London,2024-04-07,24.2,73.9,42,43.5,59.1,67.4,0,1,44.06
London,2024-04-08,11.9,63.5,76,36.2,82.8,79.3,1,2,61.49
London,2024-04-09,24.0,54.2,74,32.6,71.6,67.3,1,2,51.86
London,2024-04-10,31.2,73.4,77,32.6,63.5,65.9,1,2,54.93
London,2024-04-11,29.2,63.1,64,35.9,80.6,63.5,1,2,56.42
London,2024-04-12,19.9,67.8,107,50.6,73.8,69.7,1,1,59.96
London,2024-04-13,21.1,66.7,52,46.6,60.8,72.6,0,0,44.55
London,2024-04-14,28.9,57.5,76,28.5,73.9,70.8,0,3,47.04
London,2024-04-15,24.1,61.7,75,35.2,62.4,58.5,1,1,49.23
London,2024-04-16,27.0,56.7,96,34.5,96.4,57.3,1,3,58.96
London,2024-04-17,17.9,67.5,50,44.4,66.8,70.9,1,1,54.94
London,2024-04-18,31.5,55.9,41,36.0,38.4,75.4,1,1,48.26
London,2024-04-19,25.9,57.7,64,35.0,38.7,67.3,1,3,47.41
London,2024-04-20,27.4,54.0,53,30.6,70.5,65.4,0,4,44.73
London,2024-04-21,24.3,79.5,50,34.2,60.9,68.2,0,3,44.58
London,2024-04-22,12.7,46.0,79,46.2,80.7,57.0,1,1,57.18
London,2024-04-23,14.7,62.5,104,39.7,44.8,68.5,1,3,53.97
London,2024-04-24,24.5,67.6,23,41.2,67.7,66.2,1,3,53.11
London,2024-04-25,16.7,65.6,86,32.9,48.2,73.8,1,2,51.51
London,2024-04-26,3.2,61.4,70,42.4,77.3,82.3,1,1,64.77
London,2024-04-27,24.4,67.2,57,48.3,52.8,66.4,0,1,44.07
London,2024-04-28,6.3,67.2,96,48.7,80.4,63.0,0,3,58.03
London,2024-04-29,31.4,85.3,88,44.8,78.1,70.4,1,1,63.04
London,2024-04-30,27.1,85.9,87,25.9,57.2,66.0,1,3,52.78
London,2024-05-01,12.1,50.8,92,37.9,61.4,64.3,1,2,54.5
London,2024-05-02,28.3,46.7,63,36.1,41.3,67.0,1,1,46.3
London,2024-05-03,25.8,67.7,76,49.2,64.6,62.9,1,1,55.65
London,2024-05-04,11.7,72.8,79,27.7,52.6,61.5,0,4,44.8
London,2024-05-05,35.5,56.2,54,29.3,67.2,67.4,0,1,45.03
London,2024-05-06,11.7,48.4,53,25.7,51.7,68.5,1,2,47.91
London,2024-05-07,19.8,66.8,67,37.3,57.2,64.5,1,1,49.96
London,2024-05-08,12.2,70.7,75,41.2,94.1,62.4,1,1,61.86
London,2024-05-09,29.0,62.4,72,46.4,57.8,61.7,1,2,54.63
London,2024-05-10,25.1,73.7,70,38.0,59.6,75.0,1,3,55.32
London,2024-05-11,25.4,67.5,90,37.9,75.1,58.0,0,4,48.78
London,2024-05-12,13.0,70.5,61,40.8,71.3,62.8,0,2,49.05
London,2024-05-13,18.8,56.0,65,32.7,78.5,72.7,1,3,55.26
London,2024-05-14,26.2,46.6,83,31.1,62.7,73.3,1,2,51.28
London,2024-05-15,18.2,70.0,56,29.8,38.2,69.4,1,1,45.35
London,2024-05-16,15.0,84.5,46,46.8,71.3,73.7,1,1,59.68
London,2024-05-17,27.9,62.5,94,47.5,79.9,78.8,1,3,63.95
London,2024-05-18,16.0,69.8,76,24.5,55.8,68.2,0,6,45.21
London,2024-05-19,10.2,47.8,83,41.7,70.9,75.6,0,4,53.08
London,2024-05-20,32.6,74.3,115,29.5,80.6,70.8,1,5,63.41
London,2024-05-21,20.7,82.8,64,56.1,48.1,62.1,1,3,55.68
London,2024-05-22,15.8,69.0,81,32.9,44.1,68.4,1,2,50.17
London,2024-05-23,16.2,52.4,31,40.4,56.9,73.9,1,2,51.41
London,2024-05-24,29.2,69.5,97,39.3,64.4,58.6,1,1,54.65
London,2024-05-25,23.1,83.2,31,42.8,59.4,67.4,0,1,43.86
London,2024-05-26,10.9,51.8,63,29.6,63.3,65.7,0,4,45.62
London,2024-05-27,8.9,65.2,72,49.1,73.3,64.1,1,0,60.0
London,2024-05-28,12.5,66.9,54,33.8,64.8,58.9,1,5,55.15
London,2024-05-29,30.8,60.5,48,47.5,57.2,67.0,1,5,57.65
London,2024-05-30,23.3,61.5,59,37.7,65.7,59.7,1,0,48.81
London,2024-05-31,21.3,69.3,55,44.0,49.4,65.9,1,4,52.01
London,2024-06-01,8.6,57.9,84,43.6,54.8,69.0,0,3,50.12
London,2024-06-02,28.3,74.3,74,32.6,59.3,67.5,0,4,46.87
London,2024-06-03,14.0,56.7,66,45.9,76.6,74.5,1,2,60.09
London,2024-06-04,13.1,67.0,85,43.4,86.7,65.0,1,3,62.92
London,2024-06-05,27.4,81.0,58,39.7,79.5,76.6,1,0,58.65
London,2024-06-06,24.1,68.3,38,44.8,75.4,65.3,1,4,56.99
London,2024-06-07,9.0,58.1,74,49.7,69.4,68.9,1,2,61.22
London,2024-06-08,18.2,75.2,61,41.4,99.4,73.4,0,2,55.11
London,2024-06-09,14.4,68.1,59,16.6,47.3,64.8,0,3,37.83
London,2024-06-10,16.9,71.7,91,58.9,90.6,69.2,1,1,66.32
London,2024-06-11,16.8,70.1,70,29.2,40.2,68.3,1,0,45.85
London,2024-06-12,26.8,73.0,49,43.4,56.7,67.8,1,3,54.56
London,2024-06-13,5.0,68.2,53,28.9,81.9,66.8,1,3,60.0
London,2024-06-14,16.0,31.3,57,49.6,86.0,64.0,1,0,55.69
London,2024-06-15,18.4,75.7,98,44.8,72.9,65.4,0,3,52.03
London,2024-06-16,17.5,71.6,47,35.1,49.3,63.7,0,3,41.72
London,2024-06-17,17.7,75.3,69,30.7,44.0,64.9,1,2,48.19
London,2024-06-18,20.9,72.7,53,35.7,61.7,61.7,1,1,49.38
London,2024-06-19,23.3,55.6,74,52.7,71.4,67.9,1,2,57.36
London,2024-06-20,26.4,47.0,91,47.0,52.3,64.8,1,1,51.8
London,2024-06-21,19.9,55.8,79,46.0,43.4,62.9,1,2,49.63
London,2024-06-22,13.5,80.3,88,41.6,52.2,63.0,0,2,47.66
London,2024-06-23,12.2,71.6,51,32.7,59.0,74.4,0,4,48.03
London,2024-06-24,10.0,69.7,86,34.1,65.9,68.6,1,1,56.7
London,2024-06-25,20.8,60.4,86,39.0,55.9,58.2,1,2,49.81
London,2024-06-26,0.6,53.7,59,47.8,62.4,67.7,1,3,62.11
London,2024-06-27,24.2,66.6,46,42.0,100.0,71.0,1,2,60.68
London,2024-06-28,22.1,60.9,63,40.4,76.6,69.7,1,0,53.14
London,2024-06-29,21.8,62.5,61,30.5,48.1,68.7,0,2,38.29
London,2024-06-30,30.9,65.5,74,42.5,57.3,70.5,0,2,48.2
London,2024-07-01,25.7,46.7,111,43.0,41.7,67.8,1,2,50.67
London,2024-07-02,14.9,48.9,69,31.9,81.7,70.2,1,1,54.63
London,2024-07-03,15.6,64.5,68,38.3,77.5,61.4,1,3,56.88
London,2024-07-04,8.8,57.1,47,38.1,65.7,62.4,1,3,55.58
London,2024-07-05,35.6,66.7,69,40.2,45.2,68.8,1,0,52.94
London,2024-07-06,20.5,55.2,53,50.4,74.3,66.1,0,1,47.19
London,2024-07-07,29.9,57.1,44,55.5,65.4,66.6,0,2,50.03
London,2024-07-08,17.1,73.3,39,47.6,85.4,60.6,1,1,58.1
London,2024-07-09,19.1,68.3,76,38.3,57.3,68.3,1,0,50.97
London,2024-07-10,16.9,67.0,72,43.6,47.3,59.9,1,4,52.89
London,2024-07-11,8.1,62.1,95,49.7,60.6,70.6,1,4,63.25
London,2024-07-12,18.3,56.6,106,44.9,78.4,69.4,1,0,57.86
London,2024-07-13,26.9,83.5,63,39.7,62.0,66.7,0,2,47.36
London,2024-07-14,20.0,73.9,82,28.8,77.9,70.2,0,5,49.4
London,2024-07-15,34.3,82.3,67,45.8,75.4,75.8,1,1,63.54
London,2024-07-16,16.2,95.0,43,41.4,99.7,63.0,1,2,63.24
London,2024-07-17,15.4,55.0,104,28.7,63.8,67.4,1,0,51.02
London,2024-07-18,2.9,49.0,93,42.5,86.5,72.6,1,2,65.82
London,2024-07-19,8.9,67.3,69,38.1,96.2,64.7,1,1,62.55
London,2024-07-20,35.7,45.1,62,45.9,61.7,60.5,0,2,47.56
London,2024-07-21,22.4,75.1,44,31.8,87.9,60.2,0,2,45.57
London,2024-07-22,26.7,55.6,50,42.4,68.4,73.7,1,1,54.28
London,2024-07-23,42.7,47.1,29,29.9,81.5,64.8,1,1,56.33
London,2024-07-24,27.3,51.3,57,33.6,24.9,64.6,1,0,40.86
London,2024-07-25,18.8,65.9,42,40.0,79.2,52.6,1,0,51.25
London,2024-07-26,8.2,62.9,101,40.7,37.6,67.9,1,2,54.37
London,2024-07-27,11.8,61.2,55,37.3,70.0,69.8,0,3,49.11
London,2024-07-28,14.9,66.3,68,44.7,58.7,65.7,0,7,51.46
London,2024-07-29,32.5,55.3,63,46.7,51.7,65.2,1,0,52.7
London,2024-07-30,16.3,61.3,94,41.6,69.2,67.3,1,2,57.12
London,2024-07-31,14.8,72.1,20,38.5,57.3,68.3,1,2,51.96
London,2024-08-01,8.0,67.3,73,32.0,45.6,63.1,1,1,51.0
London,2024-08-02,11.0,65.8,108,49.1,67.4,72.6,1,5,65.51
London,2024-08-03,28.9,76.2,48,50.4,92.9,74.5,0,3,58.03
London,2024-08-04,21.8,62.7,67,49.2,60.2,69.4,0,1,45.47
London,2024-08-05,12.3,70.3,20,44.8,62.4,71.7,1,3,57.02
London,2024-08-06,14.8,73.7,104,43.6,56.2,64.6,1,3,57.7
London,2024-08-07,30.8,59.3,80,48.2,66.0,76.8,1,2,60.24
London,2024-08-08,32.8,69.7,26,45.4,55.6,60.4,1,1,52.86
London,2024-08-09,21.5,49.7,89,46.8,63.7,64.2,1,0,51.74
London,2024-08-10,5.7,46.4,88,41.0,72.8,72.8,0,6,56.36
London,2024-08-11,23.4,66.8,92,37.3,63.2,69.1,0,4,47.38
London,2024-08-12,27.8,88.3,93,47.6,79.6,66.3,1,3,64.16
London,2024-08-13,27.6,64.8,81,48.2,77.8,75.7,1,5,64.24
London,2024-08-14,14.9,73.0,40,57.8,70.7,72.8,1,2,61.85
London,2024-08-15,26.9,56.9,59,52.1,57.1,72.1,1,0,54.24
London,2024-08-16,18.1,79.6,41,40.7,74.5,76.9,1,1,57.22
London,2024-08-17,25.8,66.6,64,44.5,77.9,70.7,0,2,50.5
London,2024-08-18,16.8,67.6,74,33.6,44.6,72.0,0,3,43.01
London,2024-08-19,11.9,63.2,73,36.6,88.5,63.8,1,0,58.17
London,2024-08-20,11.3,86.0,70,35.5,78.3,77.3,1,0,60.55
London,2024-08-21,19.5,46.5,46,44.8,44.7,66.6,1,2,47.78
London,2024-08-22,29.9,50.3,30,33.7,83.7,64.8,1,3,54.74
